AutoID,Naam,Omschrijving,Model status,Model actueel?,ObjectID,Objectnaam,Object actueel?
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-04330,Open polder tussen viaduct verbindingsweg en einde polder (Zuid),Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-06275,Polderwand dwars verdiepte ligging Antwerpen Oost  (MWE1),Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-06084,Polderwand dwars verdiepte ligging Antwerpen Oost (MWF1) (4500),Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-06209,Polderwand Oost verdiepte ligging Antwerpen Oost (4500),Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-05948,Polderwand West verdiepte ligging Antwerpen Oost,Ja
MDL-0343,OWRB-01378-LAN-BMO-W66-000001,R1O-HW-R1_Open polder Zuid VO,Nieuw,Ja,Obj-05101,Vluchtvoorzieningen gesloten deel aansluiting R1 naar E313 (MWQ1),Ja
MDL-0339,OWRB-SY032-LAN-BMO-W69-000003,,Nieuw,Ja,Obj-02686,Lozingspunt 6a & 6b Lobroekdok ---VERVALLEN---,Nee
MDL-0339,OWRB-SY032-LAN-BMO-W69-000003,,Nieuw,Ja,Obj-06302,Lozingspunt LP6a,Ja
MDL-0337,OWRB-SY032-LAN-BMO-W69-000010,,Nieuw,Ja,Obj-06296,Lozingspunt LP12c,Ja
MDL-0337,OWRB-SY032-LAN-BMO-W69-000010,,Nieuw,Ja,Obj-06298,Lozingspunt LP12e,Ja
MDL-0337,OWRB-SY032-LAN-BMO-W69-000010,,Nieuw,Ja,Obj-06299,Lozingspunt LP12f,Ja
MDL-0337,OWRB-SY032-LAN-BMO-W69-000010,,Nieuw,Ja,Obj-06300,Lozingspunt LP12g,Ja
MDL-0337,OWRB-SY032-LAN-BMO-W69-000010,,Nieuw,Ja,Obj-06301,Lozingspunt LP12h,Ja
MDL-0336,OWRB-SY032-LAN-BMO-W69-000009,,Nieuw,Ja,Obj-06294,Lozingspunt LP12a,Ja
MDL-0336,OWRB-SY032-LAN-BMO-W69-000009,,Nieuw,Ja,Obj-06295,Lozingspunt LP12b,Ja
MDL-0336,OWRB-SY032-LAN-BMO-W69-000009,,Nieuw,Ja,Obj-06297,Lozingspunt LP12d,Ja
MDL-0336,OWRB-SY032-LAN-BMO-W69-000009,,Nieuw,Ja,Obj-06298,Lozingspunt LP12e,Ja
MDL-0335,OWRB-SY032-LAN-BMO-W69-000008,,Nieuw,Ja,Obj-04997,Lozingspunt LP11,Ja
MDL-0334,OWRB-SY032-LAN-BMO-W69-000007,,Nieuw,Ja,Obj-04995,Lozingspunt LP10,Ja
MDL-0324,OWRB-06210-LAN-DMO-W66-000001,,Nieuw,Ja,,,
MDL-0323,OWRB-06210-LAN-BMO-W66-000001,,Nieuw,Ja,,,
MDL-0309,OWRB-05955-BIM-DMO-W03-000001,,Nieuw,Ja,,,
MDL-0282,OWRB-05234-LAN-BMO-W66-000007,R1O-HW-Constructie copied geometry VO,Nieuw,Ja,,,
MDL-0279,OWRB-04353-LAN-BMO-W66-000001,R1O-BT-Oud pompstation Groot Schijn,Nieuw,Ja,Obj-04353,Oud pompstation Groot Schijn (niet actueel dubbeling),Nee
MDL-0278,OWRB-05842-LAN-BMO-W66-000001,R1O-BT-Verbindingsgeul Lobroekdok Albertkanaal,Nieuw,Ja,Obj-05842,Verbindingsgeul Lobroekdok Albertkanaal,Ja
MDL-0277,OWRB-04984-LAN-BMO-W66-000006,R1O-TIJ-Lozingspunten R1O,Nieuw,Ja,Obj-02687,Lozingspunt 15  - Groot Schijn (voor tijdelijke R1 Oost),Ja
MDL-0276,OWRB-04330-LAN-BMO-W66-000001,R1O-RIO-Vloeistofkelder_Open polder zuid,Vervallen,Nee,Obj-02693,Vloeistofkelder Hof ter Lo (OHtL),Ja
MDL-0276,OWRB-04330-LAN-BMO-W66-000001,R1O-RIO-Vloeistofkelder_Open polder zuid,Vervallen,Nee,Obj-04984,Vloeistofkelder Kap Hof ter Lo (KHtL),Ja
MDL-0275,OWRB-04329-LAN-BMO-W66-000001,R1O-RIO-Vloeistofkelder Verbindingsweg,Nieuw,Ja,Obj-02946,Vloeistofkelder Verbindingsweg - VERVALLEN,Nee
MDL-0274,OWRB-05232-LAN-BMO-W66-000002,R1O-RIO-Vloeistofkelder Turnhoutsebaan,Nieuw,Ja,Obj-02692,Vloeistofkelder Turnhoutsebaan (OTHB),Ja
MDL-0273,OWRB-02546-LAN-BMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-04996,Lozingspunt 12a t/m 12h Bij E313 KW122 en R1 KW124 (BT) ---VERVALLEN---,Nee
MDL-0273,OWRB-02546-LAN-BMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-02686,Lozingspunt 6a & 6b Lobroekdok ---VERVALLEN---,Nee
MDL-0273,OWRB-02546-LAN-BMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-03549,Lozingspunt 9a Groot Schijn langs Sportpaleis ---VERVALLEN---,Nee
MDL-0273,OWRB-02546-LAN-BMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-03548,Lozingspunt 9b Groot Schijn opwaarts pompstation ---VERVALLEN---,Nee
MDL-0273,OWRB-02546-LAN-BMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-04995,Lozingspunt LP10,Ja
MDL-0273,OWRB-02546-LAN-BMO-W66-000009,R1O-RIO-Lozingspunten R1O,Nieuw,Ja,Obj-04997,Lozingspunt LP11,Ja
MDL-0272,OWRB-04042-LAN-BMO-W66-000002,R1O-RIO-Hoofdwaterkelders Schijnpoort tunnel,Nieuw,Ja,Obj-04987,Hoofdkelder TSCH-N,Ja
MDL-0272,OWRB-04042-LAN-BMO-W66-000002,R1O-RIO-Hoofdwaterkelders Schijnpoort tunnel,Nieuw,Ja,Obj-02669,Hoofdkelder TSCH-Z,Ja
MDL-0271,OWRB-05063-LAN-BMO-W66-000001,R1O-RIO-Groot Schijn (waterloop) Open dak,Nieuw,Ja,Obj-05063,Afwateringskoker Groot Schijn,Ja
MDL-0270,OWRB-04042-LAN-BMO-W66-000001,R1O-DBW-Constr. Schijnpoorttunnel,Nieuw,Ja,Obj-04042,Tunnelconstructie Schijnpoort,Ja
MDL-0269,OWRB-04026-LAN-BMO-W64-000001,R1O-DBW-OT-Dienstbouwwerk Schijnpoort Energie,Nieuw,Ja,Obj-04026,Dienstbouwwerk Schijnpoort Energie,Ja
MDL-0268,OWRB-03709-LAN-BMO-W64-000001,R1O-DBW-Dienstbouwwerk Schijnpoort,Nieuw,Ja,Obj-03709,Dienstbouwwerk Schijnpoort,Ja
MDL-0267,OWRB-05232-LAN-BMO-W66-000001,R1O-HW-Constr. Gesloten deel E313-R1,Nieuw,Ja,Obj-02655,Onderdoorgang afrit Schijnpoort / Afrit E313 - R1 (MW41) VERVALLEN,Nee
MDL-0267,OWRB-05232-LAN-BMO-W66-000001,R1O-HW-Constr. Gesloten deel E313-R1,Nieuw,Ja,Obj-05571,U-bak midden afrit Schijnpoort - VERVALLEN,Nee
MDL-0266,OWRB-05234-LAN-BMO-W66-000002,R1O-HW-OT-Viaduct verbindingsweg,Nieuw,Ja,Obj-01391,Dwars Viaduct Verbindingsweg over de verdiepte R1,Ja
MDL-0265,OWRB-05234-LAN-BMO-W66-000001,R1O-HW-OT-Gesloten deel aansluiting van R1 naar E313,Nieuw,Ja,Obj-01378,Gesloten deel aansluiting van R1 naar E313 (MWQ1),Ja
MDL-0263,OWRB-02658-LAN-BMO-W66-000001,R1O-HW-OT-Fietsbrug en paserelle,Nieuw,Ja,Obj-02658,Fietsbrug en passerelle,Ja
MDL-0224,OWRB-02872-LAN-BMO-W59-000001,R1N-RIO-BT-Schijnkoker (vervallen),Nieuw,Ja,Obj-04428,Schijnkoker (handhaven),Ja
MDL-0224,OWRB-02872-LAN-BMO-W59-000001,R1N-RIO-BT-Schijnkoker (vervallen),Nieuw,Ja,Obj-02872,Schijnkoker (verwijderen),Ja
MDL-0224,OWRB-02872-LAN-BMO-W59-000001,R1N-RIO-BT-Schijnkoker (vervallen),Nieuw,Ja,Obj-05841,Schijnkoker R1O (lokaal te verwijderen),Ja
MDL-0218,OWRB-05226-LAN-BMO-W66-000001,R1O-HW-BT-Kademuur Lobroekdok oost KW28,Nieuw,Ja,Obj-01447,Kademuur Lobroekdok oost,Nee
MDL-0218,OWRB-05226-LAN-BMO-W66-000001,R1O-HW-BT-Kademuur Lobroekdok oost KW28,Nieuw,Ja,Obj-05226,Lobroekdok,Ja
MDL-0205,OWRB-03760-LAN-BMO-W66-000001,R1O-HW-Constr. Overkapping Hof ter Loo +verdiepte ligging,Nieuw,Ja,Obj-05076,-,Nee
MDL-0205,OWRB-03760-LAN-BMO-W66-000001,R1O-HW-Constr. Overkapping Hof ter Loo +verdiepte ligging,Nieuw,Ja,Obj-03760,Overkapping Hof ter Loo,Ja
MDL-0205,OWRB-03760-LAN-BMO-W66-000001,R1O-HW-Constr. Overkapping Hof ter Loo +verdiepte ligging,Nieuw,Ja,Obj-05102,Vluchtvoorzieningen verdiepte ligging 14_T31 Middenberm MWE1/MWF1 overkapping hof ter Loo,Ja
MDL-0204,OWRB-05234-LAN-BMO-W66-000004,R1O-HW-Constr. Schijnpolder tussen viaduct verbindingsweg en einde polder (Zuid),Nieuw,Ja,Obj-04330,Open polder tussen viaduct verbindingsweg en einde polder (Zuid),Ja
MDL-0204,OWRB-05234-LAN-BMO-W66-000004,R1O-HW-Constr. Schijnpolder tussen viaduct verbindingsweg en einde polder (Zuid),Nieuw,Ja,Obj-05077,Scherm 15_T   MWF1 Antwerpen Oost kruising 5.5,Ja
MDL-0204,OWRB-05234-LAN-BMO-W66-000004,R1O-HW-Constr. Schijnpolder tussen viaduct verbindingsweg en einde polder (Zuid),Nieuw,Ja,Obj-05101,Vluchtvoorzieningen gesloten deel aansluiting R1 naar E313 (MWQ1),Ja
MDL-0204,OWRB-05234-LAN-BMO-W66-000004,R1O-HW-Constr. Schijnpolder tussen viaduct verbindingsweg en einde polder (Zuid),Nieuw,Ja,Obj-05098,Vluchtvoorzieningen verdiepte ligging 15_T29 Zijberm MWF1 Antwerpen oost kruising,Ja
MDL-0203,OWRB-05234-LAN-BMO-W66-000003,R1O-HW-OT-Constr. Schijnpolder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Nieuw,Ja,Obj-05074,Milieuscherm MWE1 verdiepte ligging schijnpoort,Ja
MDL-0203,OWRB-05234-LAN-BMO-W66-000003,R1O-HW-OT-Constr. Schijnpolder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Nieuw,Ja,Obj-05072,Milieuscherm MWF1 verdiepte ligging schijnpoort,Ja
MDL-0203,OWRB-05234-LAN-BMO-W66-000003,R1O-HW-OT-Constr. Schijnpolder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Nieuw,Ja,Obj-05073,Milieuscherm op tunnelmond Schijnpoorttunnel zuid - verdiepte ligging schijnpoort,Ja
MDL-0203,OWRB-05234-LAN-BMO-W66-000003,R1O-HW-OT-Constr. Schijnpolder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Nieuw,Ja,Obj-05075,Milieuscherm tussen RWZI Aquafin en verbindingsweg schijnpoort,Ja
MDL-0203,OWRB-05234-LAN-BMO-W66-000003,R1O-HW-OT-Constr. Schijnpolder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Nieuw,Ja,Obj-04329,Open polder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Ja
MDL-0203,OWRB-05234-LAN-BMO-W66-000003,R1O-HW-OT-Constr. Schijnpolder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Nieuw,Ja,Obj-05103,Vluchtvoorzieningen verdiepte ligging 14_T33 Middenberm MWE1/MWF1 verbindingsweg,Ja
MDL-0203,OWRB-05234-LAN-BMO-W66-000003,R1O-HW-OT-Constr. Schijnpolder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Nieuw,Ja,Obj-05104,Vluchtvoorzieningen verdiepte ligging 14_T35 Zijberm MWE1 Schijnpoortknoop,Ja
MDL-0203,OWRB-05234-LAN-BMO-W66-000003,R1O-HW-OT-Constr. Schijnpolder tussen gesloten deel Schijnpoorttunnel en viaduct verbindingsweg (Zuid),Nieuw,Ja,Obj-05105,Vluchtvoorzieningen verdiepte ligging 14_T35 Zijberm MWF1 Schijnpoortknoop,Ja
MDL-0202,OWRB-04328-LAN-BMO-W66-000001,R1O-HW-OT-Constr. Open polder lobroekdok,Nieuw,Ja,Obj-04328,Open polder tussen gesloten deel OKA en gesloten deel Schijnpoorttunnel (Noord),Ja
MDL-0202,OWRB-04328-LAN-BMO-W66-000001,R1O-HW-OT-Constr. Open polder lobroekdok,Nieuw,Ja,Obj-05070,scherm 12_T   MWE1 Lobroek polder 6,Ja
MDL-0202,OWRB-04328-LAN-BMO-W66-000001,R1O-HW-OT-Constr. Open polder lobroekdok,Nieuw,Ja,Obj-05071,scherm 12_T   MWF1 Lobroek polder 6,Ja
MDL-0202,OWRB-04328-LAN-BMO-W66-000001,R1O-HW-OT-Constr. Open polder lobroekdok,Nieuw,Ja,Obj-05107,Vluchtvoorzieningen verdiepte ligging 12_T41 Zijberm MWE1 Kanaalkruising,Ja
MDL-0202,OWRB-04328-LAN-BMO-W66-000001,R1O-HW-OT-Constr. Open polder lobroekdok,Nieuw,Ja,Obj-05108,Vluchtvoorzieningen verdiepte ligging 12_T41 Zijberm MWF1 Kanaalkruising,Ja
MDL-0202,OWRB-04328-LAN-BMO-W66-000001,R1O-HW-OT-Constr. Open polder lobroekdok,Nieuw,Ja,Obj-05099,Vluchtvoorzieningen verdiepte ligging 13_T40 Zijberm MWE1 lokbroekpolder,Ja
MDL-0202,OWRB-04328-LAN-BMO-W66-000001,R1O-HW-OT-Constr. Open polder lobroekdok,Nieuw,Ja,Obj-05100,Vluchtvoorzieningen verdiepte ligging 13_T40 Zijberm MWF1 lokbroekpolder,Ja
